Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,a
APRIL-2024,RM1,NHS ENGLAND EAST OF ENGLAND ,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11148,0,8817,464,0,0,3421,0,2,79,0,0,626,114,2512,0,0,1701,,,,,,
APRIL-2024,RMP,NHS ENGLAND NORTH WEST ,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,7768,0,2645,445,0,260,3746,0,0,0,0,0,576,98,2368,0,0,636,,,,,,
APRIL-2024,RNZ,NHS ENGLAND SOUTH WEST ,SALISBURY NHS FOUNDATION TRUST,4179,350,1880,313,0,0,1707,0,0,104,0,0,469,6,1378,0,0,887,,,,,,
APRIL-2024,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE ,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,12754,0,3328,0,0,0,4103,0,0,0,0,0,783,168,3995,0,419,1075,,,,,,
APRIL-2024,RPA,NHS ENGLAND SOUTH EAST ,MEDWAY NHS FOUNDATION TRUST,8540,0,6817,367,0,1147,2638,0,480,77,0,0,414,521,2277,0,0,1202,,,,,,
APRIL-2024,RQM,NHS ENGLAND LONDON,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,18886,0,5831,901,0,0,4549,0,128,0,0,0,905,26,2657,0,0,370,,,,,,
APRIL-2024,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7323,0,1962,0,0,766,3558,0,0,0,0,0,583,202,2161,0,0,433,,,,,,
APRIL-2024,RR8,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LEEDS TEACHING HOSPITALS NHS TRUST,16864,746,11864,43,0,46,6569,0,88,11,0,0,1838,203,3688,0,0,1242,,,,,,
APRIL-2024,RRF,NHS ENGLAND NORTH WEST ,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",7150,0,5383,0,0,0,3557,0,30,0,0,0,1069,516,2087,0,0,819,,,,,,
APRIL-2024,RTE,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,12328,0,0,212,0,0,5098,0,0,64,0,0,308,859,2669,0,0,1865,,,,,,
APRIL-2024,RTF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,9458,0,12043,0,0,0,3071,0,0,0,0,0,79,3,4336,0,37,1623,,,,,,
APRIL-2024,RTR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7825,0,9064,0,0,965,3915,0,480,0,0,70,418,28,2644,0,98,2153,,,,,,
APRIL-2024,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,10936,323,1477,371,1,33,2995,0,70,40,0,0,263,651,1833,3,0,112,,,,,,
APRIL-2024,RVV,NHS ENGLAND SOUTH EAST ,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,12256,0,11721,0,0,0,6442,0,310,0,0,0,482,1207,3541,0,510,1047,,,,,,
APRIL-2024,RWD,NHS ENGLAND MIDLANDS ,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,9608,0,10108,2,0,0,6171,0,1081,1,0,0,1090,693,4148,0,0,1203,,,,,,
APRIL-2024,RWH,NHS ENGLAND EAST OF ENGLAND ,EAST AND NORTH HERTFORDSHIRE NHS TRUST,8880,0,6559,12,0,420,4928,0,54,7,0,4,175,22,3219,0,67,255,,,,,,
APRIL-2024,RWJ,NHS ENGLAND NORTH WEST ,STOCKPORT NHS FOUNDATION TRUST,7129,0,1004,496,0,153,3027,0,16,189,0,1,756,308,2388,0,82,750,,,,,,
APRIL-2024,RWW,NHS ENGLAND NORTH WEST ,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,6727,0,3182,284,0,126,3288,0,52,109,0,2,664,651,1807,0,0,239,,,,,,
APRIL-2024,RXF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,MID YORKSHIRE TEACHING NHS TRUST,17513,162,5006,120,0,100,7000,0,473,11,0,5,2264,114,3563,0,149,899,,,,,,
APRIL-2024,RXP,NHS ENGLAND NORTH EAST AND YORKSHIRE ,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,12647,0,4146,0,0,6275,5388,0,0,0,0,0,2269,13,4306,0,0,742,,,,,,
APRIL-2024,RYG,NHS ENGLAND MIDLANDS ,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,55,,,,,,
APRIL-2024,RYJ,NHS ENGLAND LONDON,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,11395,3944,6932,0,0,387,4969,33,392,0,0,0,669,152,4019,0,0,1112,,,,,,
APRIL-2024,ARN03,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LOCAL CARE DIRECT,0,0,2189,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
APRIL-2024,RD1,NHS ENGLAND SOUTH WEST ,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,8258,0,0,0,0,0,3304,0,0,0,0,0,772,39,2421,0,14,1602,,,,,,
APRIL-2024,RDR,NHS ENGLAND SOUTH EAST ,SUSSEX COMMUNITY NHS FOUNDATION TRUST,0,0,12252,0,0,0,0,0,394,0,0,0,0,0,0,0,0,0,,,,,,
APRIL-2024,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",12585,2426,13415,0,0,0,5543,378,292,0,0,0,721,657,7837,0,0,475,,,,,,
APRIL-2024,RHQ,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8906,1137,7457,401,1,1151,4356,0,172,175,0,22,1236,5,3737,0,0,2799,,,,,,
APRIL-2024,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,13071,0,11391,36,0,0,7203,0,1446,5,0,0,1091,733,3639,0,0,1341,,,,,,
APRIL-2024,RKE,NHS ENGLAND LONDON,WHITTINGTON HEALTH NHS TRUST,8958,0,0,0,0,0,2515,0,0,0,0,0,196,428,1004,0,0,44,,,,,,
APRIL-2024,RN7,NHS ENGLAND SOUTH EAST ,DARTFORD AND GRAVESHAM NHS TRUST,10890,0,3474,0,0,0,3338,0,61,0,0,0,909,120,2813,0,0,433,,,,,,
APRIL-2024,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,8617,0,2740,148,0,632,2626,0,104,32,0,40,511,354,2977,0,17,966,,,,,,
APRIL-2024,RWX,NHS ENGLAND SOUTH EAST ,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0,0,1440,0,0,0,0,0,21,0,0,0,0,0,0,0,38,0,,,,,,
APRIL-2024,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,16959,0,7515,414,0,0,7393,0,169,59,0,0,563,302,7177,0,0,613,,,,,,
APRIL-2024,RH5,NHS ENGLAND SOUTH WEST ,SOMERSET NHS FOUNDATION TRUST,12901,0,9795,0,0,1,4809,0,111,0,0,0,433,20,3336,0,0,2148,,,,,,
APRIL-2024,RET,NHS ENGLAND NORTH WEST ,THE WALTON CENTRE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,,,,,,
APRIL-2024,RL1,NHS ENGLAND MIDLANDS ,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,,,,,,
APRIL-2024,RMC,NHS ENGLAND NORTH WEST ,BOLTON NHS FOUNDATION TRUST,7570,0,3317,124,0,145,4055,0,312,46,0,5,484,656,2272,0,63,761,,,,,,
APRIL-2024,RN3,NHS ENGLAND SOUTH WEST ,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5212,0,5502,0,0,171,2283,0,339,0,0,1,431,118,2261,0,0,1425,,,,,,
APRIL-2024,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,11690,1659,5200,0,0,783,5019,161,0,0,0,0,683,122,3477,28,0,2948,,,,,,
APRIL-2024,R0A,NHS ENGLAND NORTH WEST ,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,23565,3203,11520,3030,522,968,11068,93,737,1294,12,93,3573,623,5256,170,148,503,,,,,,
APRIL-2024,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5629,0,6741,0,0,0,2550,0,41,0,0,0,302,16,2720,0,0,191,,,,,,
APRIL-2024,RBL,NHS ENGLAND NORTH WEST ,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,7595,0,2639,125,0,183,3922,0,47,43,0,5,723,362,2175,0,0,1712,,,,,,
APRIL-2024,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4751,0,835,209,0,23,1543,0,1,47,0,0,320,66,1257,0,0,457,,,,,,
APRIL-2024,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6228,0,1182,31,0,0,2119,0,0,7,0,0,352,142,2283,0,0,652,,,,,,
APRIL-2024,RH8,NHS ENGLAND SOUTH WEST ,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,11828,503,3905,1217,0,47,3836,45,45,399,0,0,840,20,4125,0,0,2202,,,,,,
APRIL-2024,RHW,NHS ENGLAND SOUTH EAST ,ROYAL BERKSHIRE NHS FOUNDATION TRUST,11556,2317,0,631,27,0,4261,17,0,184,0,0,722,0,2510,1,0,887,,,,,,
APRIL-2024,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,15035,0,489,0,0,0,3943,0,2,0,0,0,594,723,4816,0,0,356,,,,,,
APRIL-2024,RQ3,NHS ENGLAND MIDLANDS ,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,5028,0,0,0,0,0,859,0,0,0,0,0,0,6,990,0,0,179,,,,,,
APRIL-2024,C83023,NHS ENGLAND MIDLANDS ,SLEAFORD MEDICAL GROUP,0,0,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,
APRIL-2024,NNJ14,NHS ENGLAND MIDLANDS ,OADBY,0,0,353,0,0,2256,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
APRIL-2024,RGR,NHS ENGLAND EAST OF ENGLAND ,WEST SUFFOLK NHS FOUNDATION TRUST,7275,0,702,42,0,0,2688,0,0,0,0,0,567,531,1968,0,0,593,,,,,,
APRIL-2024,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,24552,0,8892,0,0,0,10220,0,233,0,0,0,1230,782,7145,0,454,1643,,,,,,
APRIL-2024,RHU,NHS ENGLAND SOUTH EAST ,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,9965,803,3105,1335,0,819,4851,4,70,687,0,14,1470,14,3503,0,0,2536,,,,,,
APRIL-2024,NLX,NHS ENGLAND SOUTH WEST ,SIRONA CARE & HEALTH,0,0,8116,0,0,242,0,0,498,0,0,40,0,0,0,0,0,0,,,,,,
APRIL-2024,RTH,NHS ENGLAND SOUTH EAST ,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11325,1862,2329,1397,0,100,3965,0,8,353,0,0,687,0,4141,125,23,4439,,,,,,
MARCH-2024,NQTE4,NHS ENGLAND MIDLANDS ,SUMMERFIELD URGENT CARE CENTRE,0,0,3571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
MARCH-2024,RAN,NHS ENGLAND LONDON,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,,,,,,
MARCH-2024,RC9,NHS ENGLAND EAST OF ENGLAND ,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,16063,0,8681,0,0,699,6131,0,0,0,0,0,82,6,4818,0,0,2322,,,,,,
MARCH-2024,AD913,NHS ENGLAND LONDON,BECKENHAM BEACON UCC,0,0,4049,0,0,192,0,0,37,0,0,0,0,0,0,0,0,0,,,,,,
MARCH-2024,NTV0B,NHS ENGLAND SOUTH EAST ,ASHFORD WALK-IN-CENTRE,0,0,2651,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,,,,,,
MARCH-2024,NTV0W,NHS ENGLAND SOUTH EAST ,WOKING WALK IN CENTRE,0,0,2771,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,,,,,,
MARCH-2024,RBQ,NHS ENGLAND NORTH WEST ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,,,,,,
MARCH-2024,RQX,NHS ENGLAND LONDON,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,11073,0,0,22,0,0,1946,0,0,0,0,0,163,37,1819,0,0,342,,,,,,
MARCH-2024,RW1,NHS ENGLAND SOUTH EAST ,SOUTHERN HEALTH NHS FOUNDATION TRUST,0,0,3243,0,0,0,0,0,74,0,0,0,0,0,0,0,1,145,,,,,,
MARCH-2024,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE ,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,15474,0,0,0,0,0,3637,0,0,0,0,0,1187,2,3184,0,0,272,,,,,,
MARCH-2024,RXL,NHS ENGLAND NORTH WEST ,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,9136,0,10995,339,0,302,4160,0,121,110,0,0,544,439,2800,0,0,1455,,,,,,
MARCH-2024,RY5,NHS ENGLAND MIDLANDS ,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0,0,10692,0,0,0,0,0,780,0,0,0,0,0,0,0,0,0,,,,,,
MARCH-2024,RY8,NHS ENGLAND MIDLANDS ,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0,0,6751,0,0,1656,0,0,13,0,0,3,0,0,0,0,0,0,,,,,,
MARCH-2024,RYF,NHS ENGLAND SOUTH WEST ,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0,0,1727,0,0,25,0,0,90,0,0,2,0,0,0,0,0,0,,,,,,
MARCH-2024,Y02532,NHS ENGLAND NORTH WEST ,MIRIAM MINOR EMERGENCY,0,0,1725,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,
MARCH-2024,Y02615,NHS ENGLAND MIDLANDS ,SOUTH BIRMINGHAM GP WALK IN CENTRE,0,0,7159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
MARCH-2024,Y02676,NHS ENGLAND SOUTH EAST ,BRIGHTON STATION HEALTH CENTRE,0,0,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
MARCH-2024,8J094,NHS ENGLAND MIDLANDS ,BADGER LTD,0,0,0,0,0,2193,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
MARCH-2024,ACH01,NHS ENGLAND SOUTH EAST ,WHITSTABLE MEDICAL PRACTICE,0,0,4746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
MARCH-2024,C82038,NHS ENGLAND MIDLANDS ,LATHAM HOUSE MEDICAL PRACTICE,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
MARCH-2024,L83087,NHS ENGLAND SOUTH WEST ,OKEHAMPTON MEDICAL CENTRE,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
MARCH-2024,NL7,NHS ENGLAND MIDLANDS ,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0,0,5061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
MARCH-2024,NQT5F,NHS ENGLAND NORTH WEST ,SKELMERSDALE WALK IN CENTRE,0,0,2195,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,,,,,,
MARCH-2024,NQT5H,NHS ENGLAND SOUTH WEST ,PAULTON MEMORIAL HOSPITAL,0,0,952,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,,,,,,
MARCH-2024,RJ8,NHS ENGLAND SOUTH WEST ,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,63,,,,,,
MARCH-2024,RJC,NHS ENGLAND MIDLANDS ,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,8138,0,320,16,0,0,1508,0,0,0,0,0,251,5,2394,0,0,650,,,,,,
MARCH-2024,RPC,NHS ENGLAND SOUTH EAST ,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0,0,1463,0,0,0,0,0,15,0,0,0,0,0,0,0,4,495,,,,,,
MARCH-2024,RV9,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,1132,0,0,29,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,
MARCH-2024,RWA,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,9643,0,4431,0,0,0,5261,0,205,0,0,0,982,424,3472,0,0,1742,,,,,,
MARCH-2024,RXG,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,,,,,,
MARCH-2024,Y03007,NHS ENGLAND MIDLANDS ,ERDINGTON GP HEALTH & WELLBEING WIC,0,0,0,0,0,2181,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
MARCH-2024,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,532,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,
MARCH-2024,AQN04,NHS ENGLAND SOUTH EAST ,PHL LYMINGTON UTC,0,0,3015,0,0,25,0,0,12,0,0,0,0,0,0,0,0,0,,,,,,
MARCH-2024,C82009,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH MED.CTR,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
MARCH-2024,NR3,NHS ENGLAND MIDLANDS ,NOTTINGHAM CITYCARE PARTNERSHIP,0,0,5828,0,0,280,0,0,1426,0,0,0,0,0,0,0,0,0,,,,,,
MARCH-2024,RK9,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,8795,131,4712,0,0,0,5764,0,521,0,0,0,667,670,2693,0,0,1232,,,,,,
MARCH-2024,RLQ,NHS ENGLAND MIDLANDS ,WYE VALLEY NHS TRUST,6221,1229,0,156,0,0,2580,0,0,44,0,0,429,247,2104,0,0,693,,,,,,
MARCH-2024,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,12125,575,2641,39,0,4,3940,14,98,12,0,0,302,1005,2000,0,0,1256,,,,,,
MARCH-2024,RQ3,NHS ENGLAND MIDLANDS ,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,5690,0,0,0,0,0,1458,0,0,0,0,0,0,6,1093,0,0,219,,,,,,
MARCH-2024,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,13018,0,0,484,0,0,4102,0,0,0,0,0,409,89,1436,0,0,272,,,,,,
MARCH-2024,Y02147,NHS ENGLAND LONDON,URGENT CARE CENTRE (QMS),0,0,8208,0,0,619,0,0,623,0,0,11,0,0,0,0,0,0,,,,,,
MARCH-2024,NTP11,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0,0,5658,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,,,,,,
MARCH-2024,RDY,NHS ENGLAND SOUTH WEST ,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,,,,,,
MARCH-2024,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,8546,0,0,451,0,0,2356,0,0,0,0,0,327,0,3034,0,0,592,,,,,,
MARCH-2024,RR7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GATESHEAD HEALTH NHS FOUNDATION TRUST,5955,0,3933,40,0,40,2709,0,43,21,0,0,882,0,1852,0,0,803,,,,,,
MARCH-2024,AXG,NHS ENGLAND SOUTH WEST ,WILTSHIRE HEALTH & CARE,0,0,2373,0,0,38,0,0,23,0,0,0,0,0,0,0,0,0,,,,,,
MARCH-2024,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4955,0,731,188,0,19,1248,0,0,36,0,0,332,35,1344,0,0,491,,,,,,
MARCH-2024,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,8946,0,0,0,0,0,3320,0,0,0,0,0,814,7,3109,0,0,541,,,,,,
MARCH-2024,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,6341,0,986,0,0,0,3367,0,126,0,0,0,339,631,1761,0,0,1257,,,,,,
MARCH-2024,RNU,NHS ENGLAND SOUTH EAST ,OXFORD HEALTH NHS FOUNDATION TRUST,0,0,3553,0,0,0,0,0,476,0,0,0,0,0,0,0,0,0,,,,,,
MARCH-2024,Y00751,NHS ENGLAND SOUTH EAST ,EAST BERKS PRIMARY CARE OOH(WAM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
MARCH-2024,NTPAD,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0,0,6016,0,0,259,0,0,254,0,0,12,0,0,0,0,0,0,,,,,,
MARCH-2024,R1F,NHS ENGLAND SOUTH EAST ,ISLE OF WIGHT NHS TRUST,4273,0,1937,31,0,26,2002,0,0,17,0,0,265,140,1111,0,0,310,,,,,,
MARCH-2024,RBS,NHS ENGLAND NORTH WEST ,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,6895,0,0,0,0,0,1073,0,0,0,0,0,0,0,1038,0,0,366,,,,,,
MARCH-2024,REM,NHS ENGLAND NORTH WEST ,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,17661,197,8835,430,0,0,7801,0,576,59,0,0,2226,1390,5318,0,0,2577,,,,,,
MARCH-2024,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,10912,0,0,0,0,0,3341,0,0,0,0,0,579,491,3179,0,0,883,,,,,,
MARCH-2024,RTQ,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0,0,6610,0,0,0,0,0,22,0,0,0,0,0,0,0,0,27,,,,,,
MARCH-2024,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,8260,0,4419,122,0,605,3216,0,199,31,0,36,633,497,3073,0,45,971,,,,,,
MARCH-2024,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,12633,0,0,0,0,0,1130,0,0,0,0,0,0,0,0,58,,,,,,
MARCH-2024,RXF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,MID YORKSHIRE TEACHING NHS TRUST,17595,116,6280,124,0,124,6696,0,431,9,0,0,2334,139,3637,0,171,980,,,,,,
MARCH-2024,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,0,0,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
MARCH-2024,NDJ,NHS ENGLAND SOUTH EAST ,FIRST COMMUNITY HEALTH AND CARE CIC,0,0,2301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
MARCH-2024,NV693,NHS ENGLAND NORTH WEST ,ROSSENDALE MIU & OOH,0,0,934,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,
MARCH-2024,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,12058,1268,6472,484,0,1525,5495,18,136,232,0,39,814,0,4584,19,0,1333,,,,,,
MARCH-2024,R0D,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,13999,0,4423,0,0,0,5492,0,0,0,0,0,968,189,4282,1,0,2287,,,,,,
MARCH-2024,R1K,NHS ENGLAND LONDON,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,14360,0,15664,0,0,0,6718,0,270,0,0,0,777,464,7268,0,0,401,,,,,,
MARCH-2024,RA7,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,16646,2309,0,0,0,0,5786,76,0,0,0,0,1229,249,5849,10,0,1608,,,,,,
MARCH-2024,RAE,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,9550,876,3206,0,0,0,2363,0,0,0,0,0,698,31,2521,0,106,1497,,,,,,
MARCH-2024,RAX,NHS ENGLAND LONDON,KINGSTON HOSPITAL NHS FOUNDATION TRUST,7719,0,8619,0,0,0,3793,0,403,0,0,0,381,334,2209,0,170,646,,,,,,
MARCH-2024,RDU,NHS ENGLAND SOUTH EAST ,FRIMLEY HEALTH NHS FOUNDATION TRUST,23412,993,11851,0,0,0,8625,0,0,0,0,0,2234,218,6440,0,0,294,,,,,,
MARCH-2024,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",13244,2485,14761,0,0,0,6042,423,374,0,0,0,737,715,7810,0,0,461,,,,,,
MARCH-2024,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,13327,0,4950,609,0,590,5455,0,552,143,0,53,586,614,3354,0,154,1727,,,,,,
